Date,DMA,Trials,Time,Sales
2018-05-14,AZ_Navajo_5_5_1_1,0.060168155543878089,133,1374
2018-05-14,TX_FortBend_9_3_2_5,0.10543142311553833,133,26778
2018-05-14,CT_NewHaven_11_8_2_1,0.11995389798451445,133,4059
2018-05-14,IL_Lake_10_7_3_1,0.094005308697300838,133,2727
2018-05-14,PA_Butler_4_3_1_1,0.042363775901765155,133,828
2018-05-14,CO_Boulder_4_4_2_1,0.060683152678474545,133,5033
2018-05-14,MO_St.Charles_7_3_2_1,0.099407576498722755,133,5487
2018-05-14,MA_Middlesex_22_9_6_1,0.0855131992985996,133,3560
2018-05-14,VA_Lynchburg_1_1_1_1,0.10491684888362855,133,5230
2018-05-14,OR_Benton_5_2_2_2,0.053933509452087691,133,1572
2018-05-14,CO_Adams_4_4_1_1,0.074009046542078322,133,4974
2018-05-14,CA_Alameda_23_5_5_1,0.087636620688405137,133,9670
2018-05-14,TX_Coryell_2_1_1_2,0.059192764578833691,133,3508
2018-05-14,VA_Winchester_1_1_1_1,0.057171414292853572,133,1716
2018-05-14,IL_Lake_10_7_4_1,0.070550762763227456,133,5471
2018-05-14,VA_Bristol_1_1_1_1,0.045608769411457653,133,699
2018-05-14,MO_St.Charles_7_3_3_4,0.10291323266508506,133,18306
2018-05-14,NH_Merrimack_5_3_2_2,0.21938126854075435,133,3106
2018-05-14,MI_Allegan_4_3_1_2,0.044491133708715019,133,2647
2018-05-14,WA_King_37_10_8_2,0.069531512369864545,133,9938
2018-05-14,TN_Anderson_2_1_1_2,0.062740941908988546,133,4736
2018-05-14,CA_LosAngeles_110_26_8_3,0.069380624513704359,133,18904
2018-05-14,NJ_Mercer_6_3_2_1,0.042417287372250131,133,1959
2018-05-14,TX_Burnet_1_1_1_1,0.03911387183655643,133,1612
2018-05-14,CO_RioBlanco_1_1_1_1,0.1028839437181918,133,2062
2018-05-14,FL_Orange_19_8_2_4,0.29477671749607293,133,55171
2018-05-14,FL_Monroe_5_4_3_1,0.0892644608426565,133,750
2018-05-15,CT_NewHaven_11_8_2_1,0.19649506472013711,134,6649
2018-05-15,NY_NewYork_27_9_8_1,0.45551026889688756,134,17211
2018-05-15,NY_Ulster_5_5_5_1,0.099501802236150336,134,4334
2018-05-15,TX_Collin_12_5_5_1,0.14184990439770553,134,8309
2018-05-15,CO_Boulder_4_4_2_1,0.081710654818601625,134,6777
2018-05-15,IL_Cook_53_8_7_1,0.16024767801857584,134,3882
2018-05-15,LA_Cameron_1_1_1_1,0.25094740733894078,134,8145
2018-05-15,NC_Wake_19_6_1_1,0.11558577405857741,134,7735
2018-05-15,MA_Barnstable_10_8_3_1,0.12586058519793458,134,585
2018-05-15,GA_Fulton_15_4_4_1,0.10797865783866593,134,6132
2018-05-15,IL_Lake_10_7_1_3,0.059936722542103089,134,6100
2018-05-15,TX_Guadalupe_6_3_1_3,0.14376313986038353,134,12377
2018-05-15,FL_St.Johns_4_3_2_1,0.17570683599985809,134,9906
2018-05-15,TN_Knox_9_2_2_5,0.088435088014469282,134,16820
2018-05-15,CA_SanBernardino_25_11_2_4,0.063729179518815543,134,20661
2018-05-15,TX_Guadalupe_6_3_2_2,0.16632370045629419,134,14872
2018-05-15,FL_Monroe_5_4_3_1,0.075577243513449174,134,635
2018-05-15,TX_Bexar_23_7_5_1,0.12197317943383776,134,21811
2018-05-15,SC_Charleston_5_3_3_1,0.18250318977346591,134,7581
2018-05-15,IL_Lake_10_7_4_1,0.10511044914696893,134,8151
2018-05-15,CA_Solano_4_3_2_1,0.082391522635503242,134,7713
2018-05-15,MD_AnneArundel_6_4_1_1,0.18551707151151198,134,15817
2018-05-15,TX_Hudspeth_1_1_1_1,0.058540745909901527,134,4530
2018-05-15,OR_Benton_5_2_2_2,0.072837684838919961,134,2123
2018-05-15,CO_RioBlanco_1_1_1_1,0.097046202973755116,134,1945
2018-05-15,MN_St.Louis_8_5_1_4,0.057141016556078075,134,3548
2018-05-15,VA_Spotsylvania_3_1_1_3,0.10285006195786865,134,13529
2018-05-15,TX_Coryell_2_1_1_2,0.082900242980561561,134,4913
2018-05-15,MO_St.Charles_7_3_3_4,0.12216800278842803,134,21731
2018-05-15,VA_Bristol_1_1_1_1,0.043520814302492494,134,667
2018-05-15,CT_NewHaven_11_8_3_1,0.10147016192487679,134,12251
2018-05-15,CO_Douglas_4_4_3_1,0.082908478382930931,134,7383
2018-05-15,KY_Boyd_3_1_1_3,0.059493923092249455,134,2986
2018-05-15,CA_LosAngeles_110_26_18_3,0.06236559139784946,134,12354
2018-05-15,VA_Chesapeake_4_3_3_1,0.27916576732139003,134,10347
2018-05-15,CT_Hartford_13_7_3_1,0.15452639256085332,134,6780
2018-05-15,TN_Sullivan_4_3_2_2,0.077466790472039568,134,4088
2018-05-15,TX_Chambers_1_1_1_1,0.17108421684336866,134,6842
2018-05-15,TX_Tarrant_29_9_3_3,0.1001012548549436,134,19871
2018-05-15,TN_Anderson_2_1_1_2,0.080585546797376964,134,6083
2018-05-15,IL_Kane_6_4_1_3,0.0390751218235929,134,5974
2018-05-15,AZ_Navajo_5_5_1_1,0.069145209318619727,134,1579
2018-05-15,WA_Snohomish_8_5_3_4,0.079491707412304449,134,17916
2018-05-15,WI_Waukesha_5_3_3_1,0.10612611414127976,134,6382
2018-05-15,WA_Benton_4_3_2_1,0.13789286650549065,134,4734
2018-05-15,CA_LosAngeles_110_26_8_3,0.088733355843622,134,24177
2018-05-15,PA_Butler_4_3_1_1,0.04118700434893835,134,805
2018-05-15,MN_Olmsted_4_2_1_1,0.055705504133399281,134,3942
2018-05-15,MA_Worcester_12_9_1_1,0.10348578235872999,134,1998
2018-05-15,IN_Hendricks_4_3_2_2,0.13844628099173553,134,10470
2018-05-15,NJ_Mercer_6_3_2_1,0.089511519140827986,134,4134
2018-05-15,MI_Allegan_4_3_1_2,0.054424741574922261,134,3238
2018-05-15,MD_PrinceGeorge's_11_6_1_1,0.1275984479484851,134,7728
2018-05-15,MO_St.Charles_7_3_2_1,0.12006087287352574,134,6627
2018-05-15,KY_Mason_1_1_1_1,0.057318093114022861,134,1028
2018-05-15,IL_Kane_6_4_2_1,0.048783478858039832,134,3978
2018-05-15,MN_Polk_4_4_1_1,0.17819686327335707,134,1852
2018-05-15,GA_Greene_1_1_1_1,0.084058298497344933,134,1488
2018-05-15,TX_Rockwall_1_1_1_1,0.075132954337062172,134,8194
2018-05-15,CA_Riverside_32_11_9_2,0.040160072358595741,134,7637
